,Company,Valuation ($B),Country,City,Industry,Select Inverstors,Founded Year,Financial Stage,Investors Count,Deal Terms,Year Joined,Total Raised ($B),years_to_unicorn,Select_Inverstor_1
641,InSightec,1.3,Israel,Tirat Carmel,Health,"York Capital Management, GE Healthcare, Koch Disruptive Technologies",1999,None,11,3,2020,0.5590499999999999,21,"['York Capital Management', ' GE Healthcare', ' Koch Disruptive Technologies']"
642,Everly Health,1.3,United States,Austin,E-commerce & direct-to-consumer,"Highland Capital Partners, Next Coast Ventures, SoGal Ventures",2015,None,18,3,2020,0.23055,5,"['Highland Capital Partners', ' Next Coast Ventures', ' SoGal Ventures']"
643,Manner,1.3,China,Shanghai,Other,"Coatue Management, H Capital, Capital Today",2015,None,6,2,2020,0.01154,5,"['Coatue Management', ' H Capital', ' Capital Today']"
644,TalkingData,1.3,China,Beijing,Mobile & telecommunications,"N5 Capital, CR Capital Mgmt, JD Digits",2013,None,7,1,2021,0.31,8,"['N5 Capital', ' CR Capital Mgmt', ' JD Digits']"
646,Konfio,1.3,Mexico,Mexico City,Fintech,"Kaszek Ventures, QED Investors, International Finance Corporation",2013,None,16,3,2021,0.82459,8,"['Kaszek Ventures', ' QED Investors', ' International Finance Corporation']"
647,Betterment,1.3,United States,New York,Fintech,"Bessemer Venture Partners, Menlo Ventures, Anthermis",2010,None,20,7,2021,0.435,11,"['Bessemer Venture Partners', ' Menlo Ventures', ' Anthermis']"
648,Flock Freight,1.3,United States,Encinitas,"Supply chain, logistics, & delivery","SignalFire, GLP Capital Partners, Google Ventures",2015,None,9,2,2021,0.3997,6,"['SignalFire', ' GLP Capital Partners', ' Google Ventures']"
649,YugaByte,1.3,United States,Sunnyvale,Data management & analytics,"Lightspeed Venture Partners, Dell Technologies Capital, Wipro Ventures",2016,None,10,3,2021,0.29,5,"['Lightspeed Venture Partners', ' Dell Technologies Capital', ' Wipro Ventures']"
650,Lukka,1.3,United States,New York,Fintech,"Liberty City Ventures, Soros Fund Management, Summer Capital",2014,None,13,4,2022,0.2073,8,"['Liberty City Ventures', ' Soros Fund Management', ' Summer Capital']"
651,TravelPerk,1.3,Spain,Barcelona,Travel,"LocalGlobe, Kinnevik, Felix Capital",2015,None,15,3,2022,0.40858,7,"['LocalGlobe', ' Kinnevik', ' Felix Capital']"
652,iTrustCapital,1.3,United States,Long Beach,Fintech,"Left Lane Capital, Walden Venture Capital",2018,None,2,1,2022,0.125,4,"['Left Lane Capital', ' Walden Venture Capital']"
653,Domestika,1.3,United States,Berkeley,Internet software & services,"Zeev Ventures, GSV Ventures",2012,None,2,2,2022,0.2,10,"['Zeev Ventures', ' GSV Ventures']"
654,CoinTracker,1.3,United States,San Francisco,Fintech,"Initialized Capital, General Catalyst, Kraken Ventures",2017,None,17,1,2022,0.10162,5,"['Initialized Capital', ' General Catalyst', ' Kraken Ventures']"
655,Loadsmart,1.3,United States,New York,"Supply chain, logistics, & delivery","Chromo Invest, Maersk Growth, BlackRock",2014,None,10,2,2022,0.3452,8,"['Chromo Invest', ' Maersk Growth', ' BlackRock']"
656,TUNGEE,1.3,China,Guangzhou,Artificial Intelligence,"UNITY VENTURES, Qiming Venture Partners, GGV Capital",2016,None,9,1,2021,0.17105,5,"['UNITY VENTURES', ' Qiming Venture Partners', ' GGV Capital']"
657,Starry,1.29,United States,Boston,Mobile & telecommunications,"Social Capital, Bessemer Venture Partners",2014,None,7,4,2018,0.163,4,"['Social Capital', ' Bessemer Venture Partners']"
658,Intercom,1.28,United States,San Francisco,Internet software & services,"FirstMark Capital, Tiger Global Management",2011,None,20,5,2018,0.24025,7,"['FirstMark Capital', ' Tiger Global Management']"
659,OVO Energy,1.28,United Kingdom,Bristol,Other,"Mitsubishi Corporation, Mayfair Equity Partners",2009,None,2,2,2019,0.256,10,"['Mitsubishi Corporation', ' Mayfair Equity Partners']"
660,Huisuanzhang,1.28,China,Beijing,Fintech,"IDG Capital, Gaocheng Capital, Chuanrong Capital",2015,None,15,3,2021,0.22734000000000001,6,"['IDG Capital', ' Gaocheng Capital', ' Chuanrong Capital']"
661,WTOIP,1.27,China,Guangzhou,Internet software & services,"Dark Horse Technology Group, Hopu Investment Management, Kefa Capital",2013,None,11,1,2018,0.30698000000000003,5,"['Dark Horse Technology Group', ' Hopu Investment Management', ' Kefa Capital']"
662,BigID,1.25,United States,New York,Cybersecurity,"BOLDstart Ventures, SAP.iO Fund, Scale Venture Partners",2015,None,19,4,2020,0.24609999999999999,5,"['BOLDstart Ventures', ' SAP.iO Fund', ' Scale Venture Partners']"
663,Kuaikan Manhua,1.25,China,Beijing,Internet software & services,"Sequoia Capital China, CMC Capital Partners, Tencent Holdings",2014,None,14,3,2017,0.595,3,"['Sequoia Capital China', ' CMC Capital Partners', ' Tencent Holdings']"
664,Marshmallow,1.25,United Kingdom,London,Fintech,"Passion Capital, Hedosophia, 	Outrun Ventures",2017,None,6,2,2021,0.1162,4,"['Passion Capital', ' Hedosophia', ' \tOutrun Ventures']"
665,Honor Technology,1.25,United States,San Francisco,Internet software & services,"Andreessen Horowitz, Prosus Ventures, Thrive Capital",2014,None,53,4,2021,0.62212,7,"['Andreessen Horowitz', ' Prosus Ventures', ' Thrive Capital']"
666,Mythical Games,1.25,United States,Sherman Oaks,Internet software & services,"Javelin Venture Partners, Struck Capital, Alumni Ventures Group",2018,None,31,1,2021,0.26,3,"['Javelin Venture Partners', ' Struck Capital', ' Alumni Ventures Group']"
667,Incode Technologies,1.25,United States,San Francisco,Cybersecurity,"Dila Capital, Framework Ventures, 3L",2015,None,12,1,2021,0.255,6,"['Dila Capital', ' Framework Ventures', ' 3L']"
668,Tackle.io,1.25,United States,Boise,Internet software & services,"Andreessen Horowitz, Bessemer Venture Partners, Coatue Management",2016,None,4,1,2021,0.1559,5,"['Andreessen Horowitz', ' Bessemer Venture Partners', ' Coatue Management']"
669,Flipdish,1.25,Ireland,Dublin,Internet software & services,"Tencent Holdings, Tiger Global Management, Global Founders Capital",2015,None,6,1,2022,0.15634,7,"['Tencent Holdings', ' Tiger Global Management', ' Global Founders Capital']"
670,Route,1.25,United States,Lehi,"Supply chain, logistics, & delivery","Madrona Venture Group, Banner Ventures, FJ Labs",2018,None,11,1,2022,0.247,4,"['Madrona Venture Group', ' Banner Ventures', ' FJ Labs']"
671,CaptivateIQ,1.25,United States,San Francisco,Fintech,"Sequoia Capital, Y Combinator, Accel",2014,None,8,1,2022,0.15912,8,"['Sequoia Capital', ' Y Combinator', ' Accel']"
672,BrewDog,1.24,United Kingdom,Aberdeen,Consumer & retail,"TSG Consumer Partners, Crowdcube",2007,None,4,1,2017,0.29677,10,"['TSG Consumer Partners', ' Crowdcube']"
673,Enflame,1.24,China,Shanghai,Hardware,"Tencent Holdings, Delta Capital, Redpoint Ventures China",2018,None,18,1,2021,0.47052,3,"['Tencent Holdings', ' Delta Capital', ' Redpoint Ventures China']"
674,EQRx,1.23,United States,Cambridge,Health,"Nextech Invest, Casdin Capital, Google Ventures",2020,None,8,1,2021,0.7,1,"['Nextech Invest', ' Casdin Capital', ' Google Ventures']"
675,Nexii,1.23,Canada,Vancouver,Other,"Trane Technologies, Honeywell",2020,None,4,2,2021,0.10197,1,"['Trane Technologies', ' Honeywell']"
677,Spiber,1.22,Japan,Tsuruoka,Other,"Cool Japan Fund, JAFCO, The Carlyle Group",2007,None,22,2,2021,0.91162,14,"['Cool Japan Fund', ' JAFCO', ' The Carlyle Group']"
678,Insider,1.22,Turkey,Istanbul,Internet software & services,"Wamda Capital, Endeavor, Riverwood Capital",2012,None,9,3,2022,0.1662,10,"['Wamda Capital', ' Endeavor', ' Riverwood Capital']"
679,Yiguo,1.2,China,Shanghai,"Supply chain, logistics, & delivery","Alibaba Group, KKR, Goldman Sachs",2005,None,12,1,2016,0.8,11,"['Alibaba Group', ' KKR', ' Goldman Sachs']"
680,Fair,1.2,United States,Santa Monica,Auto & transportation,"CreditEase Fintech Investment Fund, BMW i Ventures, SoftBank Group",2018,None,37,1,2018,0.02,0,"['CreditEase Fintech Investment Fund', ' BMW i Ventures', ' SoftBank Group']"
681,Glossier,1.2,United States,New York,Consumer & retail,"Forerunner Ventures, Institutional Venture Partners, Thrive Capital",2014,None,16,3,2019,0.26739999999999997,5,"['Forerunner Ventures', ' Institutional Venture Partners', ' Thrive Capital']"
682,Workhuman,1.2,Ireland,Dublin,Internet software & services,ICG,1999,None,3,3,2020,0.011300000000000001,21,['ICG']
683,Qumulo,1.2,United States,Seattle,Data management & analytics,"Madrona Venture Group, Kleiner Perkins Caufield & Byers, Highland Capital Partners",2012,None,12,5,2020,0.3455,8,"['Madrona Venture Group', ' Kleiner Perkins Caufield & Byers', ' Highland Capital Partners']"
684,Tealium,1.2,United States,San Diego,Internet software & services,"Georgian Partners, Silver Lake, Presidio Ventures",2008,None,15,8,2021,0.26389999999999997,13,"['Georgian Partners', ' Silver Lake', ' Presidio Ventures']"
685,Public,1.2,United States,New York,Fintech,"Accel, Greycroft, Advancit Capital",2008,None,15,8,2021,0.26389999999999997,13,"['Accel', ' Greycroft', ' Advancit Capital']"
686,Axonius,1.2,United States,New York,Cybersecurity,"Vertex Ventures Israel, Bessemer Venture Partners, Emerge",2017,None,14,1,2021,0.195,4,"['Vertex Ventures Israel', ' Bessemer Venture Partners', ' Emerge']"
687,Savage X Fenty,1.2,United States,El Segundo,E-commerce & direct-to-consumer,"Speedinvest, Valar Ventures, Uniqa Ventures",2018,None,9,1,2021,0.31,3,"['Speedinvest', ' Valar Ventures', ' Uniqa Ventures']"
688,Pipa Coding,1.2,China,Beijing,Edtech,"Source Code Capital, XVC Venture Capital, Hillhouse Capital Management",2017,None,11,2,2021,0.26773,4,"['Source Code Capital', ' XVC Venture Capital', ' Hillhouse Capital Management']"
690,Aibee,1.2,China,Beijing,Artificial intelligence,"Sequoia Capital China, Lenovo Capital and Incubator, Group GSR Ventures",2017,None,22,3,2021,0.17531,4,"['Sequoia Capital China', ' Lenovo Capital and Incubator', ' Group GSR Ventures']"
691,Cava Group,1.3,United States,Washington,Other,"SWaN & Legend Ventures, Revolution Growth, Invus Group",2010,None,8,3,2021,0.67835,11,"['SWaN & Legend Ventures', ' Revolution Growth', ' Invus Group']"
692,Vectra Networks,1.2,United States,San Jose,Artificial intelligence,"IA Ventures, Khosla Ventures, AME Cloud Ventures",2011,None,15,4,2021,0.35248,10,"['IA Ventures', ' Khosla Ventures', ' AME Cloud Ventures']"
693,Ada Support,1.2,Canada,Toronto,Artificial intelligence,"Version One Ventures, Bessemer Venture Partners, FirstMark Capital",2016,None,11,1,2021,0.19072999999999998,5,"['Version One Ventures', ' Bessemer Venture Partners', ' FirstMark Capital']"
694,Inari,1.2,United States,Cambridge,Other,"Flagship Pioneering, Alexandria Venture Investments, Investment Corporation of Dubai",2016,None,10,2,2021,0.397,5,"['Flagship Pioneering', ' Alexandria Venture Investments', ' Investment Corporation of Dubai']"
695,Alation,1.2,United States,Redwood City,Internet software & services,"Costanoa Ventures, Data Collective, Salesforce Ventures",2012,None,16,4,2021,0.192,9,"['Costanoa Ventures', ' Data Collective', ' Salesforce Ventures']"
696,Forto,1.2,Germany,Berlin,"Supply chain, logistics, & delivery","Cherry Ventures, Northzone Ventures, Global Founders Capital",2016,None,20,3,2021,0.61583,5,"['Cherry Ventures', ' Northzone Ventures', ' Global Founders Capital']"
697,SmartMore,1.2,China,Shenzhen,Artificial Intelligence,"IDG Capital, ZhenFund, Sequoia Capital China",2019,None,10,1,2021,0.3,2,"['IDG Capital', ' ZhenFund', ' Sequoia Capital China']"
698,Rohlik,1.2,Czech Republic,Prague,"Supply chain, logistics, & delivery","Partech Partners, Index Ventures, Quadrille Capital",2019,None,10,1,2021,0.3,2,"['Partech Partners', ' Index Ventures', ' Quadrille Capital']"
699,Prime Medicine,1.2,United States,Cambridge,Health,"Newpath Partners, Google Ventures, F-Prime Capital",2019,None,11,1,2021,0.315,2,"['Newpath Partners', ' Google Ventures', ' F-Prime Capital']"
700,FloQast,1.2,United States,Los Angeles,Fintech,"Polaris Partners, Insight Partners, Norwest Venture Partners",2013,None,11,3,2021,0.1815,8,"['Polaris Partners', ' Insight Partners', ' Norwest Venture Partners']"
701,MindTickle,1.2,United States,San Francisco,Internet software & services,"Qualcomm Ventures, Accel, Canaan Partners",2012,None,9,5,2021,0.2813,9,"['Qualcomm Ventures', ' Accel', ' Canaan Partners']"
702,UpGrad,1.2,India,Mumbai,Edtech,"Qualcomm Ventures, Accel, Canaan Partners",2015,None,5,3,2021,0.36123,6,"['Qualcomm Ventures', ' Accel', ' Canaan Partners']"
703,DailyPay,1.2,United States,New York,Fintech,"RPM Ventures, Inspiration Ventures, Carrick Capital Partners",2016,None,8,3,2021,0.5175,5,"['RPM Ventures', ' Inspiration Ventures', ' Carrick Capital Partners']"
704,Oda,1.2,Norway,Oslo,E-commerce & direct-to-consumer,"Kinnevik, Softbank Group, Prosus Ventures",2013,None,10,6,2021,0.20196,8,"['Kinnevik', ' Softbank Group', ' Prosus Ventures']"
705,Offchain Labs,1.2,United States,Princeton,Internet software & services,"Pantera Capital, Polychain Capital, Lightspeed Venture Partners",2018,None,12,1,2021,0.1237,3,"['Pantera Capital', ' Polychain Capital', ' Lightspeed Venture Partners']"
706,Copado,1.2,United States,Chicago,Data management & analytics,"Insight Partners, Salesforce Ventures, Perpetual Investors",2013,None,10,3,2021,0.27605,8,"['Insight Partners', ' Salesforce Ventures', ' Perpetual Investors']"
707,Gem,1.2,United States,San Francisco,Internet software & services,"Accel, Greylock Partners, Meritech Capital Partners",2017,None,5,1,2021,0.146,4,"['Accel', ' Greylock Partners', ' Meritech Capital Partners']"
708,CarDekho,1.2,India,Jaipur,E-commerce & direct-to-consumer,"Sequoia Capital India, Hillhouse Capital Management, Sunley House Capital Management",2008,None,22,6,2021,0.5361,13,"['Sequoia Capital India', ' Hillhouse Capital Management', ' Sunley House Capital Management']"
709,MyGlamm,1.2,India,Mumbai,E-commerce & direct-to-consumer,"L'Occitane, Trifecta Capital, Bessemer Venture Partners",2015,None,18,6,2021,0.28388,6,"[""L'Occitane"", ' Trifecta Capital', ' Bessemer Venture Partners']"
710,AgentSync,1.2,United States,Denver,Fintech,"Craft Ventures, Caffeinated Capital, Operator Collective",2018,None,12,3,2021,0.11109999999999999,3,"['Craft Ventures', ' Caffeinated Capital', ' Operator Collective']"
711,Pristyn Care,1.4,India,Gurugram,Health,"Sequoia Capital India, Hummingbird Ventures, Epiq Capital",2018,None,16,2,2021,0.17667,3,"['Sequoia Capital India', ' Hummingbird Ventures', ' Epiq Capital']"
712,Jokr,1.2,United States,New York,E-commerce & direct-to-consumer,"GGV Capital, Tiger Global Management, Greycroft",2021,None,15,1,2021,0.43,0,"['GGV Capital', ' Tiger Global Management', ' Greycroft']"
713,Merama,1.2,Mexico,Mexico City,E-commerce & direct-to-consumer,"SoftBank Latin America Fund, Advent International, Balderton Capital",2020,None,12,3,2021,0.445,1,"['SoftBank Latin America Fund', ' Advent International', ' Balderton Capital']"
714,SeekOut,1.2,United States,Bellevue,Internet software & services,"Mayfield, Madrona Venture Group, Tiger Global Management",2017,None,4,2,2022,0.18819999999999998,5,"['Mayfield', ' Madrona Venture Group', ' Tiger Global Management']"
715,BigPanda,1.2,United States,Mountain View,Artificial intelligence,"Advent International, Battery Ventures, Sequoia Capital Israel",2012,None,11,4,2022,0.2925,10,"['Advent International', ' Battery Ventures', ' Sequoia Capital Israel']"
716,Phantom,1.2,United States,San Francisco,Fintech,"Paradigm, Andreessen Horowitz, Jump Capital",2021,None,9,1,2022,0.1185,1,"['Paradigm', ' Andreessen Horowitz', ' Jump Capital']"
717,LivSpace,1.2,India,Bengaluru,E-commerce & direct-to-consumer,"Jungle Ventures, Helion Venture Partners, INGKA Investments",2015,None,21,3,2022,0.37169,7,"['Jungle Ventures', ' Helion Venture Partners', ' INGKA Investments']"
718,Xpressbees,1.2,India,Pune,"Supply chain, logistics, & delivery","Norwest Venture Partners, Investcorp, Blackstone",2012,None,13,3,2022,0.47293999999999997,10,"['Norwest Venture Partners', ' Investcorp', ' Blackstone']"
719,Helium Systems,1.2,United States,San Francisco,Internet software & services,"FirstMark Capital, Tiger Global Management, FTX Venture",2013,None,16,3,2022,0.251,9,"['FirstMark Capital', ' Tiger Global Management', ' FTX Venture']"
720,CloudBees,1.15,United States,San Jose,Data management & analytics,"Matrix Partners, Lightspeed Venture Partners, Verizon Ventures",2010,None,11,5,2021,0.36826,11,"['Matrix Partners', ' Lightspeed Venture Partners', ' Verizon Ventures']"
721,L&P Cosmetic,1.19,South Korea,Seoul,Consumer & retail,CDIB Capital,2009,None,4,4,2016,0.11864,7,['CDIB Capital']
722,Mininglamp Technology,1.19,China,Beijing,Artificial intelligence,"Russia-China Investment Fund, Tencent Holdings, Sequoia Capital China",2014,None,19,None,2019,1.003,5,"['Russia-China Investment Fund', ' Tencent Holdings', ' Sequoia Capital China']"
723,Luoji Siwei,1.18,China,Beijing,Edtech,"Sequoia Capital China, Qiming Venture Partners, Tencent Holdings",2012,None,8,2,2017,0.18815,5,"['Sequoia Capital China', ' Qiming Venture Partners', ' Tencent Holdings']"
724,Yimidida,1.17,China,Shanghai,"Supply chain, logistics, & delivery","Source Code Capital, Global Logistic Properties, K2VC",2015,None,14,2,2019,0.55361,4,"['Source Code Capital', ' Global Logistic Properties', ' K2VC']"
725,Modern Health,1.17,United States,San Francisco,Health,"Kleiner Perkins Caufield & Byers, Afore Capital, Founders Fund",2017,None,16,1,2021,0.16806000000000001,4,"['Kleiner Perkins Caufield & Byers', ' Afore Capital', ' Founders Fund']"
726,IRL,1.17,United States,San Francisco,Internet software & services,"Goodwater Capital, Floodgate, Founders Fund",2017,None,12,2,2021,0.197,4,"['Goodwater Capital', ' Floodgate', ' Founders Fund']"
727,Tuhu,1.16,China,Shanghai,Auto & transportation,"Qiming Venture Partners, Yaxia Automobile, Far East Horizon",2011,None,19,2,2018,0.58045,7,"['Qiming Venture Partners', ' Yaxia Automobile', ' Far East Horizon']"
728,SVOLT,1.16,China,Changzhou,Auto & transportation,"IDG Capital, Bank Of China Group Investment,, SDIC CMC Investment Management",2018,None,30,2,2020,3.207,2,"['IDG Capital', ' Bank Of China Group Investment', '', ' SDIC CMC Investment Management']"
